Timestamp [HH;MM;SS], X acc [m/s^2], Y acc [m/s^2], Z acc [m/s^2], T [C], Engine load [%], Coolant temp [C], Intake pressure [kPa], Engine speed [RPM], Vehicle speed [km/h], Intake air temp [C], Distance with MIL [km], MAF [g/s], Fuel pressure [kPa]
06;54;35, 0.785, 0.432, 9.261, 7.000, 0.24, 74, 250, 854, 18, 24, 0, 8, 230
06;54;38, -0.118, 1.020, 9.221, 7.000, 0.71, 74, 250, 1105, 17, 24, 0, 13, 573
06;54;40, -1.844, 2.080, 9.025, 8.000, 0.64, 74, 250, 1641, 26, 24, 0, 23, 779
06;54;42, -0.039, -0.314, 11.066, 8.000, 0.00, 74, 250, 1541, 34, 24, 0, 9, 239
06;54;45, 0.118, 1.334, 9.025, 6.000, 0.13, 74, 250, 1287, 32, 24, 0, 13, 388
06;54;47, 0.942, 0.471, 9.771, 7.000, 0.60, 74, 250, 1336, 33, 24, 0, 17, 589
06;54;49, -0.314, 0.667, 10.085, 7.000, 0.00, 74, 250, 1408, 37, 24, 0, 15, 241
06;54;52, -0.392, -0.157, 10.124, 6.000, 0.11, 74, 250, 1353, 35, 24, 0, 14, 290
06;54;54, 0.510, -0.157, 8.005, 4.000, 0.00, 75, 250, 1287, 33, 24, 0, 13, 241
06;54;56, 0.903, -0.196, 9.339, 8.000, 0.00, 75, 250, 1171, 30, 24, 0, 12, 234
06;54;59, 1.059, -0.981, 10.673, 8.000, 0.00, 75, 250, 1046, 27, 24, 0, 8, 236
06;55;01, 0.863, 0.078, 9.300, 7.000, 0.24, 75, 250, 850, 22, 24, 0, 7, 233
06;55;03, 1.334, -0.235, 10.595, 7.000, 0.24, 75, 250, 851, 17, 24, 0, 7, 231
06;55;06, 0.275, 0.196, 10.516, 8.000, 0.23, 75, 250, 857, 7, 24, 0, 7, 236
06;55;08, 0.196, -0.196, 9.575, 7.000, 0.23, 75, 250, 854, 2, 24, 0, 8, 233
06;55;10, -0.235, 0.863, 9.143, 8.000, 0.34, 75, 250, 1524, 1, 24, 0, 15, 453
06;55;13, -0.942, 2.315, 9.104, 7.000, 0.57, 75, 250, 1416, 11, 24, 0, 23, 705
06;55;15, 0.471, 0.471, 10.202, 7.000, 0.26, 75, 250, 891, 18, 24, 0, 10, 302
06;55;17, -0.942, 1.413, 8.397, 7.000, 0.71, 75, 250, 1269, 20, 25, 0, 17, 617
06;55;20, 0.549, 0.785, 9.378, 8.000, 0.18, 74, 250, 1506, 25, 25, 0, 17, 265
06;55;22, -0.314, 1.059, 8.907, 7.000, 0.14, 74, 250, 1340, 22, 25, 0, 14, 278
06;55;24, 2.040, 2.511, 10.045, 8.000, 0.36, 74, 250, 1173, 20, 25, 0, 14, 442
06;55;27, 0.196, 1.648, 8.123, 7.000, 0.56, 74, 250, 1589, 25, 25, 0, 22, 674
06;55;29, 0.078, 0.118, 10.438, 8.000, 0.16, 74, 250, 1072, 31, 24, 0, 9, 275
06;55;31, -0.706, 1.020, 8.162, 8.000, 0.73, 74, 250, 1288, 32, 24, 0, 16, 631
06;55;34, 0.196, 0.432, 10.673, 8.000, 0.61, 74, 250, 1495, 37, 24, 0, 20, 654
06;55;36, 0.196, -0.157, 10.006, 8.000, 0.00, 74, 250, 1597, 41, 24, 0, 17, 241
06;55;38, 0.118, -0.196, 10.202, 8.000, 0.46, 74, 250, 1496, 38, 24, 0, 19, 618
06;55;41, 0.510, 0.785, 9.457, 7.000, 0.55, 75, 250, 1633, 41, 24, 0, 20, 652
06;55;43, 1.530, -0.314, 10.006, 8.000, 0.02, 75, 250, 1751, 44, 24, 0, 18, 241
06;55;45, 0.432, -0.196, 10.752, 8.000, 0.00, 75, 250, 1551, 40, 24, 0, 17, 242
06;55;48, 0.589, 0.471, 9.888, 8.000, 0.00, 75, 250, 1381, 35, 24, 0, 14, 239
06;55;50, 1.216, -0.275, 10.320, 7.000, 0.24, 75, 250, 851, 26, 24, 0, 6, 231
06;55;52, -1.766, -2.001, 10.163, 8.000, 0.24, 75, 250, 847, 21, 24, 0, 8, 252
06;55;55, 0.157, 1.177, 9.457, 8.000, 0.80, 75, 250, 884, 22, 24, 0, 9, 441
06;55;57, -0.392, 1.334, 10.124, 8.000, 0.82, 75, 250, 1090, 27, 24, 0, 13, 592
06;55;59, 0.196, 1.020, 9.025, 7.000, 0.56, 75, 250, 1299, 33, 24, 0, 16, 451
06;56;02, 1.216, 0.314, 10.163, 8.000, 0.00, 75, 250, 1296, 33, 24, 0, 14, 237
06;56;04, 0.628, 0.589, 9.614, 7.000, 0.24, 75, 250, 1237, 31, 24, 0, 13, 266
06;56;06, 0.118, -0.314, 10.320, 6.000, 0.24, 75, 250, 852, 30, 24, 0, 8, 233
06;56;09, 2.904, 0.314, 10.281, 7.000, 0.25, 75, 250, 848, 20, 24, 0, 8, 233
06;56;11, 1.766, 0.667, 9.378, 7.000, 0.22, 75, 250, 874, 14, 24, 0, 8, 228
06;56;13, -0.196, 0.785, 9.378, 7.000, 0.37, 75, 250, 1470, 12, 24, 0, 20, 644
06;56;16, 0.118, 0.353, 11.537, 8.000, 0.14, 75, 250, 1175, 18, 24, 0, 8, 238
06;56;18, -0.196, 0.903, 9.418, 8.000, 0.56, 75, 250, 1198, 19, 24, 0, 15, 596
06;56;20, 0.432, 0.314, 10.438, 7.000, 0.14, 74, 250, 1559, 26, 24, 0, 16, 242
06;56;23, 0.275, 0.000, 9.143, 7.000, 0.00, 74, 250, 1344, 22, 24, 0, 13, 239
06;56;25, -0.471, -0.824, 10.438, 7.000, 0.02, 74, 250, 1023, 17, 24, 0, 7, 246
06;56;27, 0.353, -0.589, 10.045, 7.000, 0.25, 74, 250, 856, 11, 24, 0, 8, 231
06;56;30, 0.118, 0.392, 9.849, 8.000, 0.24, 74, 250, 848, 2, 24, 0, 8, 234
06;56;32, 0.314, 0.746, 10.202, 7.000, 0.22, 74, 250, 751, 0, 24, 0, 7, 245
06;56;34, 0.039, 0.706, 10.516, 8.000, 0.12, 74, 250, 1247, 1, 24, 0, 10, 245
06;56;37, 0.275, 0.275, 10.202, 7.000, 0.24, 74, 250, 851, 1, 25, 0, 14, 414
06;56;39, -0.235, 1.648, 9.300, 8.000, 0.63, 74, 250, 1225, 9, 25, 0, 18, 581
06;56;41, 0.667, -0.275, 10.281, 7.000, 0.00, 75, 250, 1535, 13, 25, 0, 14, 244
06;56;44, 0.471, 1.334, 7.220, 8.000, 0.33, 75, 250, 1224, 9, 25, 0, 13, 424
06;56;46, -0.628, 1.491, 10.202, 8.000, 0.07, 75, 250, 1844, 16, 25, 0, 13, 252
06;56;48, 0.275, 1.138, 10.595, 8.000, 0.45, 75, 250, 927, 15, 25, 0, 11, 362
06;56;51, 0.157, 0.275, 10.045, 7.000, 0.03, 75, 250, 1144, 19, 25, 0, 11, 241
06;56;53, -0.078, 0.706, 8.907, 8.000, 0.49, 74, 250, 936, 16, 25, 0, 12, 423
06;56;55, 0.667, -0.157, 10.045, 8.000, 0.01, 75, 250, 1268, 21, 25, 0, 13, 244
06;56;58, 1.727, -1.020, 9.457, 8.000, 0.24, 75, 250, 854, 14, 25, 0, 7, 233
06;57;00, 0.314, 0.235, 9.653, 8.000, 0.24, 75, 250, 854, 3, 25, 0, 8, 237
06;57;02, -1.256, 1.844, 9.928, 8.000, 0.56, 75, 250, 1669, 5, 25, 0, 17, 600
06;57;05, -0.628, -0.981, 10.477, 8.000, 0.24, 75, 250, 892, 14, 25, 0, 8, 236
06;57;07, 0.196, 0.353, 9.888, 7.000, 0.23, 75, 250, 852, 12, 25, 0, 9, 231
06;57;10, 0.118, -0.196, 10.124, 8.000, 0.24, 75, 250, 848, 7, 25, 0, 8, 230
06;57;12, -1.491, -0.471, 10.359, 8.000, 0.47, 75, 250, 1210, 9, 25, 0, 16, 478
06;57;15, -0.235, 1.177, 9.732, 8.000, 0.18, 75, 250, 1737, 15, 25, 0, 14, 254
06;57;17, 0.746, -0.275, 9.104, 8.000, 0.25, 75, 250, 849, 9, 25, 0, 7, 233
06;57;19, 0.981, 0.235, 10.320, 7.000, 0.25, 75, 250, 846, 7, 25, 0, 8, 230
06;57;22, 0.746, 0.353, 10.320, 8.000, 0.25, 75, 250, 851, 6, 25, 0, 11, 371
06;57;24, 0.314, 1.766, 10.045, 8.000, 0.19, 75, 250, 868, 7, 25, 0, 8, 237
06;57;27, 0.824, 0.039, 10.320, 8.000, 0.24, 75, 250, 844, 2, 25, 0, 7, 232
06;57;29, 0.549, 0.785, 10.320, 8.000, 0.22, 75, 250, 752, 0, 26, 0, 17, 383
06;57;32, 0.157, 1.648, 11.576, 8.000, 0.50, 75, 250, 1074, 3, 26, 0, 9, 295
06;57;34, -0.118, 1.334, 9.535, 8.000, 0.27, 75, 250, 1320, 11, 26, 0, 15, 245
06;57;36, 0.432, 1.020, 11.144, 8.000, 0.28, 75, 250, 1028, 8, 26, 0, 10, 304
06;57;39, 1.138, 0.392, 10.202, 7.000, 0.20, 75, 250, 856, 7, 26, 0, 7, 230
06;57;41, 1.491, 1.805, 9.418, 8.000, 0.40, 75, 250, 945, 8, 26, 0, 12, 389
06;57;43, 0.235, 1.884, 9.888, 8.000, 0.24, 75, 250, 1702, 14, 26, 0, 19, 251
06;57;46, 0.275, 0.824, 9.771, 8.000, 0.23, 75, 250, 1535, 13, 26, 0, 17, 432
06;57;48, -0.432, -0.628, 9.849, 8.000, 0.18, 75, 250, 1393, 12, 26, 0, 15, 467
06;57;50, -1.844, -0.392, 10.713, 7.000, 0.16, 75, 250, 1802, 16, 26, 0, 19, 245
06;57;53, 0.353, -0.078, 9.378, 8.000, 0.16, 75, 250, 1225, 11, 26, 0, 12, 301
06;57;55, 0.314, 0.549, 9.888, 7.000, 0.20, 75, 250, 1082, 9, 26, 0, 10, 262
06;57;57, 0.314, 0.903, 9.143, 8.000, 0.26, 75, 250, 906, 7, 26, 0, 8, 249
06;58;00, 0.196, -0.471, 10.909, 7.000, 0.25, 75, 250, 955, 8, 26, 0, 8, 242
06;58;02, 0.471, 0.235, 9.732, 7.000, 0.26, 75, 250, 844, 2, 26, 0, 7, 236
06;58;04, 0.392, 1.530, 9.614, 8.000, 0.61, 75, 250, 833, 5, 26, 0, 8, 254
06;58;07, 1.570, -0.314, 9.810, 8.000, 0.24, 75, 250, 851, 5, 26, 0, 7, 230
